Title,Album,Lyrics
しあわせについて,シングル,"しあわせですか しあわせですかあなた今 
何よりそれが何より一番気がかり 
みんなみんなしあわせになれたらいいのに 
悲しみなんてすべてなくなればいいのに 
どうぞあやまちは 
二度とくり返さずに 
あなたは必ず しあわせになってください 
愛する人とめぐり逢えたら 
抱きしめた腕をゆるめてはいけない 
風は移り気 身を任せてはいけないよ 
時を越えて変わらないのが愛だよ 
みんなみんなあなたが教えてくれた 
生きる喜び人を愛する喜び 
ありがとうさよなら 
生まれ変われたならば 
やっぱりあなたと愛し合いたいと思う 
ひたむきな人と愛を信じて 
生きがいを咲かせ しあわせになりたい 
ひとりひとりは皆とても優しいのに 
何も傷つけ合う事などないのに 
みんなみんなしあわせになれたらいいのに 
悲しみなんてすべてなくなればいいのに 
しあわせですか しあわせですかあなた今 
何よりそれが何より一番気がかり 
しあわせですか しあわせですかあなた今 
何よりそれが何より一番気がかり 
"
苺ノ唄,シングル,"苺ノ紅ヲ見ル度ニ　ミルクノ白ヲ見ル毎ニ
アノ娘ノ愛シタアノ唄ガ
耳ノ底カラコボレテ落チル
「ららら　寂しいよ　るるる　愛しておくれ
ららら　寂しいよ　るるる　信じておくれ」
花ハ季節ニ恋ヲスル　ダカラ黙ッテ散リ急グ
アノ娘ノ唄ガ切ナクテ
耳ヲ塞イデ泣イタ日モアル
「ららら　優しいね　るるる　笑っておくれ
ららら　優しいね　るるる　抱きしめとくれ」
悲シイ人ニ会ウ度ニ　小サナ嘘ヲツク毎ニ
アノ娘ガ信ジヨウトシタ
夢ノ結末(さいご)ヲ思イ出ス
「ららら　寂しいよ　るるる　愛しておくれ
ららら　寂しいよ　るるる　信じておくれ
ららら　優しいね　るるる　笑っておくれ
ららら　優しいね　るるる　抱きしめとくれ」
"
長崎小夜曲,シングル,"疲れた時には 帰っておいで 
都会で溺れた やさしい鴎 
ため息は終着駅の 改札口で預けておいで 
悲しみはいつか 紫陽花の様に 
おだやかに色を 変えてゆくはず

西風にのせて 唄ってごらん 
この町の黄昏は とてもやさしい

NAGASAKI-CITY SERENADEおやすみ僕の 
NAGASAKI-CITY SERENADEいとしい鷗

傷口は多分 坂道みたいさ 
登りにするか 下りにするか 
あした決めよう

愛の重さや 夢の値段を 
数える程に 寂しい時は 
石畳と教会の屋根を すり抜けて丘へ上がってごらん 
宝石箱に 身を投げた様な 
港の夜を 抱きしめてごらん

大空に深く 横たわる川が 
この町に注ぎ込んで 光る海になる

NAGASAKI-CITY SERENADEおやすみ僕の 
NAGASAKI-CITY SERENADEいとしい鷗

傷口はすべて 坂道づたいに 
あしたの朝 晴れた海に 
流してしまおう

NAGASAKI-CITY SERENADEおやすみ僕の 
NAGASAKI-CITY SERENADEいとしい鷗
"
北の国から,シングル,
向い風,風のおもかげ,たそがれ時の窓辺の席で あなたはじっと海を見てる 私はじっとあなたを見てる 水平線の名残りの紅で 煙草に火を点けたときあなたに 好きなひとが居る事わかった 風は今向い風 私の心を押し戻す ちぎれ雲がひとり踊ってる でも悲しい恋と笑わないで 倖せの形くらい私に決めさせて 海岸線に滞るテールランプ あなたの右手の煙草の火がふと 赤信号に見えた気がした もしもあなたが赤い夕陽で 私が雲なら染まるだけでいい そんな恋もある事わかった 風は今向い風 私の心を押し戻す かもめが風に逆らって 孤独な空に帰って行った 倖せの形くらい私に決めさせて 倖せの形くらい私に決めさせて
上海物語,風のおもかげ,あなたと歩いた黄浦江の散歩道 夜霧のガーデンブリッジ ふり向けばブロードウェイ・マンション 淮山嗎頭の汽笛はジャーディーン・マジソン 南京路の新世界で観た プレミア・ショーの「風と共に去りぬ」 そうキャセイホテルのバーがとても不思議だった ジャズと軍歌の奇妙なハーモニー 同じテーブルで世界中の不安と欲望が 快楽のマティーニ飲み干した 焼き栗の香りとライラックの花と 四馬路の女達の香水で満たされた町 ひねもすあなたと飲茶かハイアライで過ごす そんな夢本気で見ていた 薬指の赤い琥珀の指輪 あなたの笑顔の向こうをジャンクの帆が通る 愛を砕くものがあるなんて 信じてもいなかった青春 ピストル片手に世界中の野心と思惑が あいそ笑いでカード・ゲーム やがてあなたを奪い去る嵐の火種が 霧と汽笛に密んでた 不幸な時代に生まれた恋も人も いつしか風と共に去ってしまったようで... すべてが風と共に・・・ 幻の町 上海
安曇野,風のおもかげ,夢を夢で終わらせたくないと 君はこの町を出る ちぎれるほど振るその指先が 芒にとけた秋の日 野分き吹く安曇野に君の後ろ姿 まだ明け染めぬ空に名残り月 僕の愛を一包み 君の知らぬ間に その小さな荷物に忍ばせた それに気付く程疲れた時は 思い出して梓川 君は味気無きその便箋に恋を覚えたと綴る 山を染めた白が山葵の花に色を移した春の日 立ち昇る陽炎に君の面影を 映してすぐに消えた忍草 乱れ染めうつろいゆく そんな人の世に 咲いてまた散る一炊の夢 鳥が一声啼いてゆく日は西へと落ちてゆく 君は夢の道程を 君の色で染めて 幸福になれそれも僕の愛 春疾風安曇野に辛夷の香り散いて 今暮れなずむ空に朧月 夢がそっと帰ってゆく ふと八十八夜
甲子園,風のおもかげ,喫茶店のTVでは夏の甲子園 準決勝の熱気が店のクーラーと戦ってる 君は男は皆野球好きねと笑い 大観衆の声援聞くだけで私は暑さがつのるわ 負けた人は現在これを観ているのかしら それともまた来年を夢みているかしらとソーダ水 多分君は知らない「この次」なんて言葉に 期待しない男は案外多いって事をね 「ホームラン」と突然TVが叫ぶ また誰かの夢がこわれる音がする 僕はふと君との来年を思う 故郷ゆきのチケット 二枚握りしめたままで 青春のドラマですねと解説者 文字だけのニュース速報が海辺の事故を伝えている 君は女はいつも男が演じるドラマを 手に汗握りみつめるだけなんて割に合わないわと溜息 3000幾つの参加チームの中で たったの一度も負けないチームはひとつだけ でも多分君は知ってる敗れて消えたチームも 負けた回数はたったの一度だけだって事をね 「あと一人」と突然TVが叫ぶ 君は僕をみつめ涙をこぼしてる 背番号14の白いユニフォームが 彼の青春の最初で 最后の打席に入ったところ
あこがれの雲南,風のおもかげ,はるかなる雲南 夢の西双版納 母なる湄公河に抱かれて 伝説を語れよ 溶樹達 想い出を告げよ 黄金の仏舎利 蒼く澄んだ湖よ 妖精のように 娘らが水を汲み乍ら くちずさむ雲南 響け唄声 国境を越えて広がれ はるかなる雲南 最后の楽園 父なる山々に隠された 幻の別天地よ 百万の蝶と小鳥が冬を越す谷間よ 春のあけぼのをついて 百万の蝶が 花吹 の様に舞い立つ あこがれの雲南 遥か西双版納 果てしなく青き大空よ
CONGRATULATIONS,風のおもかげ,事件と生理は忘れた頃訪れる 実は突然あの娘が嫁にゆくという そもそもあの娘は俺達の憧れで 例え自分が死んでも一緒に死のうと思ってた それを馬の骨に 掠め盗られるなんて かなりゆゆしき事態 許すまじ暴力 順番守れと社会正義の炎 仲間は集い怒りうろたえた (Congratulations) その時誰かふとつぶやいた (Congratulations) 一番大切な事がある (Congratulations) あの娘がそれを選んで になるなら それが何より あの娘が白いベールに包まれて おだやかな日射しの階段降りてくる いつもの笑顔の頬に涙が光る 仲間はみなハンカチを出して欠伸する やい馬の骨俺たちは先程 キャンセル待ちの順を あみだくじで決めたんだ 虎視眈眈と狙うぞ幸せ者 そこの処日記に書いておけ (Congratulations) しっかり頼んだぞ馬の骨 (Congratulations) こうなったらお前だけが頼り (Congratulations) これから俺達はやけ酒だ もしも悩んだ時は相談しろよ (Congratulations) 一番大切な事がある (Congratulations) もしも二人がそれを選んで (Congratulations) 幸せになって るのなら どんな事よりそれが何より
孤独,風のおもかげ,部屋には今もあなたの 風が吹いている 想うだけで息がとまる程 深く愛してた ベランダの花の色もレコードの響きも 薄いお酒の氷の溶ける音も あなたを覚えてるのに 私の孤独は時計の中で あなたの年齢さえ 追い越してしまった 話をするその仕草や間の取り方から 横顔や煙草の煙の形まで好きだった 記念日だらけのカレンダー あきれてたあなた でももう赤い日付は増えない 私の孤独を縁取るものは 想い出のぬくもりと あなたの居ない音 明日この町を出ると決めた途端に 壁紙の染みさえ愛しくて涙がとまらない
転校生,風のおもかげ,バスを待つ君の長い髪に Blow in the wind 僕は今物語を一人で読み返してる 僕の目の前に 君が現われたHalloween 寄宿舎は大騒ぎ カボチャと君の噂で みんな君に熱を上げて 波乱含みで迎えた Christmas Eve 驚くことに冴えない僕を 何故か君は選んだ Woo!) うろたえて 僕はWHISKYをがぶ飲みし そのせいか僕が撮った君の写真は ちょっとピンボケ そのまま酔っぱらって醒めずに迎えた New Year's Eve 初めて Kiss した 愛しの St. Valentine 喧嘩してまずくなり どうにか仲直り Easter 思い出が多過ぎて 一人じゃ数えられない そんな君が帰ってく 来たときみたいに風の様に バスがやってくる 振返って君は なにか言おうとした 手を振り遠ざかる 君を追いかけ Blow in the wind 見送る風景がちょっとピンボケ
津軽,風のおもかげ,蕭々と吹く風に雪煙 土蜘蛛の如くうずくまる林檎の樹 寂しさに立ち枯れたみちのくの 名も知らぬ木に氷が華と咲く 思えばあなたとの心の道行きは 荒海にたゆとう二つの小舟の様に 櫂を失くして流されて 行方も知れずあてもなく 引き返すにも進むにも 浮かぶ瀬も無く 滔々とゆく河に泡沫の はじける瞬の儚さを 哀しいと言わず愛しいと 答えたあなたの優しさが胸を突く 津軽に訪れる春まだ遠く 心の道行く先はなお遠く 凍てつく指に耐えかねて ふとあなたの名をくちずさめば 降りしきる雪の彼方から 幽かな海鳴り
祈り,風のおもかげ,悲しい蒼さの広い大空を 小さな鳥が一羽海を目指してる 鳥を撃たないで 約束の町へ ひたむきに羽ばたく 夢を消さないで 誰もが時の流れに 傷つき疲れ あきらめそして いつしか生まれた時の溢れる程の愛を見失う この町がかつて焼え尽きた季節に 私達は誓った繰りかえすまじと 生命を心を奪い去ってゆく ちからも言い訳も総て許せない 私は祈る以外に知恵も力も持たないけれど 短い花の生命をささやかなこの愛で染めたい
心にスニーカーをはいて,シングル,"何かに追われて　あなたはとても疲れてる
よそゆきの服を　無理矢理心に着込んでる
失くした夢を数えるより
生まれて来る夢を抱いて
笑うほうが似合ってる
あなたはあなたでいて欲しい
心にスニーカーをはいて
飾らない言葉で抱きしめて
素顔のままで充分な程
あなたは　あたたかい

何かを求めて　あなたはとても疲れてる
「幸せ」は欲しいけど「幸せ似たもの」はいらない
真空パックのまごころや
インスタントの愛だなんて
そんなものいらない
あなたはあなたでいて欲しい
心にスニーカーをはいて
飾らない言葉で抱きしめて
素顔のままで充分な程
あなたは　あたたかい

心にスニーカーをはいて
飾らない言葉で抱きしめて
素顔のままで充分な程
あなたは　あたたかい

心にスニーカーをはいて
飾らない言葉で抱きしめて
素顔のままで充分な程
あなたは　あたたかい
"
望郷,シングル,"故郷 母の生まれた町 はじめて人を愛した町 はじめて人を怨んだ町 はじめて人と別れた町 
つく度に苦しむ毎に 
遠く離れる程に 
喜びにつけ悲しみにつけ 
この魂が還りたがる 
故郷 はるかなり 
故郷 忘れ難き 
故鄉 
故郷友を育てた町 
選ばぬことばで話せる町 涙も笑いもここで知った 
それから歩くことも覚えた 
夢見て破れ 恋して溺れ 
裏切りまた裏切られ 
知らず知らずに 汚れるこの身 
恥じ乍らも唄うこの唄 
故郷 はるかなり 
故郷 忘れ難き 
傷つく度に苦しみ毎に 
遠く離れる程に 
喜びにつけ 悲しみにつけ 
この魂が還りたがる 
故郷 はるかなり 
故郷 忘れ難き 
故鄉 
"
あなたが好きです,シングル,"何故かこの世に生まれた事だけで 
不思議なドラマだから 
さらにあなたと出会えた喜びを 
あえて奇跡と呼びたい 
見えない糸をたぐり寄せて 
互いの時を重ね合って 
言葉でうまく言えないけど 
あなたが好きです 
精一杯に歩き続けている 
あなたをきれいだと思う 
そんなあなたを愛せる自分を 
とても幸福だと思う 
言葉にすれば何もかもが 
美しい嘘に聞こえるけど 
あらゆる誤解を怖れずに 
あなたが好きです 
見えない糸をたぐり寄せて 
互いの時を重ね合って 
言葉でうまく言えないけど 
あなたが好きです 
"
名もない花,Glass Age,"むかしあるひとに恋をした とてもかなしい恋だった
むかしそのひとが好きだった
花は名もない花だった 
"
桜散る,Glass Age,"言い訳はしないでいいよわかってるから 愛し過ぎる事は多分 愛さないと同じ 
いつでも君だけをみつめて生きて来た 春には春の秋には秋の それぞれの花が咲く様に 
いつか知らず知らず 君と僕の時計 二つの針が時をたがえて 
季節が変わる様に 恋が逝く 
桜散る桜散る 雪の面影なぞる様に 桜散る桜散るもう君が見えないほど 
"
虹の木,Glass Age,"空港の長い回廊を 君の肩さえ抱けずに 途切れ途切れの言葉で 時はゆく 28番ゲート 
レインボー・シャワー・トゥリー 
折りから風に吹かれて散る まるで遠くで雨の降る如く 
虹の木の花びらが キラキラと光ってた 
「逢わなければ」と僕が何気なく独白けば 「逢えたから」と君は小さな声でさえぎり乍ら あふれる涙拭いもせずに 
それでも眩しそうに笑った 
そしてお互いが想い出とすれ違うのを 
みつめあっている 
さよなら 
ありがとう 
足早に去る僕の背中に君の声「ALOHA MAHALO」 ふり返ればまだ君はそこに居て 
胸を張っておゆき 僕の愛した人 
君が愛したものはすべて 
僕も同じ様に愛して来た 
今は無理だけれどいつか年老いたら 君が愛した人を僕も 
ちぎれる程手を振る 
愛せるそんな日が来るといいね 
桜散る桜散る 想い出を埋め尽くして 桜散る桜散るもう君が見えないほど 桜散る桜散る 雪の面影なぞる様に 桜散る桜散る もう君が見えないほど 
タベタンタロスの丘でみつめたホノルル・シティ・ライツそれから 
ナイトブルーミング・セリアス 
君の髪に咲いたプルメリア 風に揺れる 「月下美人草」 そしてミシェルの窓辺に寄り添い 波打際のガス燈みつめ ピアノに乗せて君は歌う様に僕にさよならと言った 
思えば君からは奪うことばかりで 
与えるひとつもない 片肺飛行の夢だった 
だから静かに氷がとけてゆく様に 
おだやかに疲れたのは君 
為す術もなく一輪の花が枯れてゆくのを 
見送るのは僕 
フリーウェイでふと空を仰げば 君を乗せた飛行機が 
丁度真珠湾の蒼い空を 
ゆっくり横切る処 
"
もう愛の歌なんて唄えない,Glass Age,"あなたの嫁ぐ朝 始発列車に乗って 僕は青春から出来るだけ遠ざかる 年上のあなたには初めから 
僕の手の届かない愛が居た 
200マイルも離れた名も知らぬ駅で降りよう そしてむかしあなたの為 作った歌唄おう 教会の鐘が鳴り響く頃 
お別れに一度だけあなたの名を呼ぼう 
花をちぎれない程 やさしい人に 恋は無理よとあの日あなたは言った 恋の上手な人たちは少し意地悪 
僕の胸を吹き抜けたあなたの吐息 
200マイルも離れた名も知らぬ駅で降りたら 
あなたの好きな花さえもちぎり捨ててみせよう 列車が陽の当たる坂道を登ってく 
遠くに青い海が光ってる 
訳もなく涙があふれてきて 
もう愛の歌なんて唄えない "
Forget-me-not,Glass Age,"あなたの向うであの人があなたの 片手を強く抱きしめている このまま私が手を離さなければ あなたの腕がちぎれてしまう 
それが辛くて手を離すそんな 愛し方しか出来ずにごめんなさい Forget-me-not 私の誕生日に あなたが種を植えた忘れな草 
Forget-me-not 今朝方ひとつめの 小さな花が咲いたばかり 
あなたを私より愛する人はない それだけは自信があるけれど 私よりあなたに愛される人なら どこかにきっとあるかも知れない 
とても悲しくてはずかしいけれど 最后にお願いがあるたったひとつ Forget-me-not お別れに鉢植えを 部屋に残すことだけ許して Forget-me-not 忘れないで私の事 この花が枯れるまででいいから Forget-me-not 私の誕生日に あなたが種を植えた忘れな草 Forget-me-not 今朝方ひとつめの 小さな花が咲いたばかり "
空缶と白鷺,Glass Age,"白鷺が一羽 一輪の白菊の様に 汚れた河のほとりで 空缶に埋もれ 静かに水をみつめてる 
かくれんぼを知らない子供が増えたって 誰かが話してた 
ひとり暮らしの老人達が増えたって 誰かがつぶやいた 
僕がこんな風にお前を抱きしめている時に 何処かで誰かがお腹を空かせて死んでゆく ああいつだって 
彼等を追いつめているのは僕だった そうそのくせに 
手を差しのべるふりするのも僕だった それが時代の正体だと嘘を承知で 
笑える程に大人を演じ 
ふと気がつけば 僕は卑怯な顔になった 
世論調査では国民の九割が 
中位満足してるって 
何かとひきかえにこの国も 
一流の服だけ手に入れた 
僕がこんな風にお前を抱きしめている時に 
何処かで誰かがピストルに射たれて死んでゆく ああ いつだって 
失いたくないものたちが多すぎて 
そうそのくせに 
失くしたあとで気づくものばかり 
それが幸福の証しだと嘘を承知で 
悲しみながら迷いながらそれでも 
精一杯に誰もが 現在を生きている 
2016年の夏に子供が 
今の僕の歳になる 
その時代は彼に自由に唄を 唄わせてくれるだろうか 卑怯な顔になって生きることに 彼が迷う頃に 
僕は何かの答えを出せるだろうか 
"
寒北斗,Glass Age,"幾つになっても郷土へ帰るのはいいもんだ 照れ臭くってあたたかくっていいもんだ 
土産といってもこの躰 折りから郷土は煤払い 
ひと息ついたら親父は美味そうに煮凝を喰う お袋は炊事場で酒を煮る 
子供の頃から動いてる 柱時計が時を打つ 
昔晦日に餅もなく 子供の顔をみつめてた あなたの気持わかる程 大人になって去年今年 
親父は時計に向ってひとり言 此頃合わないぞとひとり言 知ってか知らずかまな板の 遠くで葱切る音がする 
幾つになってもお袋には子供は子供 
酒飲むなの躰こわすなの小言いう 
小言といってもこの耳に何故か今夜は心地よい 
二本目の徳利を差し出せばお袋は座ったまま眠ってる 胸をつかれて不覚にも涙ひとつこぼれました 
ふと仰ぎ見る古里の窓に横たう天の川 
"
下宿屋のシンデレラ,Glass Age,"洗濯物に囲まれて毎日を過ごします 
下宿屋の娘です おつとめと心意気 レンガ通り抜けてゆく きらめきの女学生 憧れてため息をつく日だってありますわ でもひとつだけ信じてたチャンスは誰にでも 
平等に与えられるはずですもの 
下宿屋のシンデレラ 物干台のマドンナ オーデコロンはシャボンの薫り がんばった人にはそれなりの幸せが いつかきっと扉を叩く 空に白い雲 
お伽話じゃこの後 王子様が現れて めでたしの結末を迎える訳ですが わたくしが病いに倒れたその時に 花束とおせんべと手紙が届いたの 
でも現れたその人はどこかしらぼーっとした 
あろう事かお向いの洗濯屋さん 
下宿屋のシンデレラ 物干台のマドンナ 
オーデコロンはシャボンの薫り 
お前の意志を曲ぐるなと はげますごとき寒北斗 
そんな訳で相変わらず洗濯物に囲まれて 今は子持ちのおばさんですわ 
たった今決心がつきました 知ってか知らずか床の間で 
年があけたら嫁をもらいます 
ゆらりと揺れた福寿草 
下宿屋のシンデレラ 物干台のマドンナ オーデコロンはシャボンの薫り
"
玻璃草子,Glass Age,"ぬばたまの君が黒髪の 褥に貸せるこの腕の 
躰温も未ださめやらで 後朝の別離する 
侘びぬれど 恋は水無瀬川 君ならでみだるべくもなく 
振り向けば朝降る雪に散りまどふ梅の白 
あはれ君に咲く愛は 
玻璃細工の花なりき 
手折りなば割れるいとしさよ 
その指を切るかなしさよ 
逢ひみての後の想ひこそ 生命より深きものなれど 
現世の人は生まれ来て 果つるまでただひとり 
足曳きの長き山道を 君ひとりいかにか越ゆらむ 
振り向けば君が振る腕に散りまどふ雪の白 
あはれ君に降る雪は 
玻璃細工の夢なりき 
掌に落ちてとけもせず 
また積もるほど降りもせず 
あはれ君に咲く愛は 
玻璃細工の花なりき 
手折りなば割れるいとしさよ 
その指を切るかなしさよ 
"
春雷,Glass Age,"はじめは小さな雲だった 
それが少しずつ拡がって 
やがて大空を埋め尽くしていま春の嵐 
嘘なら嘘で許せる 
つかねばならない時もある 
誰かを傷つけたにしても 
知らずにだったら仕方もない 
悲しいのはお前の胸 悲しい人達みたいに 薄い愛で重ね着して 心は凍えてるのに 
道の途中で (ON THE WAY) 
リラ冷えの朝に 旅立つ君へ 今迄の愛を込めて唄を贈ろう 
君の道程は三叉路ばかり 
迷って傷ついた時思い出してくれ 
ON THE WAY 
僕等はいつでも 道の途中 
ON THE WAY 
喜びも悲しみも 季節の様に巡り巡る 
さよなら 君に会えてよかった 
さよなら 君が好きでした 
稲妻が空を切り裂けば 
黒雲は胸を圧しつぶせ 
季節よ果てろ 時よ流れろ 
心吹きとばせ 
自分さえもだまして生きられる 
おまえの心がわからない 
女が女でなくなれば 
男は男でいられない 
例えるなら女は枝 
例えるなら男は花 
おまえは美しく枯れてゆけ 
10 
10 
僕は美しく散ってゆく 
誰かの言葉や 時代の嘘で 
その微笑みやこころを曇らせぬよう 
君は君らしく 生き抜いてくれ 
僕は僕のとおりに歩いてゆくから 
ON THE WAY 
僕等はいつでも道の途中 
ON THE WAY 
力の限りに 時の流れを生きて生きて 
さよなら また会う日まで 
さよなら 君に幸あれ 
さよなら 君に会えてよかった 
"
道の途中で,Glass Age,"リラ冷えの朝に 旅立つ君へ 今迄の愛を込めて唄を贈ろう 
君の道程は三叉路ばかり 
迷って傷ついた時思い出してくれ 
ON THE WAY 
僕等はいつでも 道の途中 
ON THE WAY 
喜びも悲しみも 季節の様に巡り巡る 
さよなら 君に会えてよかった 
さよなら 君が好きでした 
誰かの言葉や 時代の嘘で 
その微笑みやこころを曇らせぬよう 
君は君らしく 生き抜いてくれ 
僕は僕のとおりに歩いてゆくから 
ON THE WAY 
僕等はいつでも道の途中 
ON THE WAY 
力の限りに 時の流れを生きて生きて 
さよなら また会う日まで 
さよなら 君に幸あれ 
さよなら 君に会えてよかった
"
それぞれの旅,シングル,"見送りもない二人の旅立ちは 
各駅停車の方がいい 
お前と僕と荷物はひとつ 
待たせたね長い間 
少し時間があるからあのひとに 
も一度電話で声を聞かせておいで 大きな声でありがとうと言えば それだけでいいから 
ベルが鳴れば旅が始まる 時刻表も地図も持たずに 
喜びと悲しみのレールを 
誰もがこうして乗り継ぎ乍ら それぞれにそれぞれの旅を 生きている 
一人旅なら父から教わった 
母からはそれが帰るための旅だと 
それからお前が教えてくれたのは 
許すこと 愛すること 
動き始めた列車の窓に 
二人の顔が映って揺れる 喜びと悲しみのレールを 
誰もがこうして乗り継ぎ乍ら 
それぞれにそれぞれの旅を 生きている 
それぞれにそれぞれの愛を 
生きている 
"
シラミ騒動（SODO）,シングル,"虱 虱 そら虱
虱見られど見れ虱
そらそらどーら どれどれ見〜れ
虱見られそう 虱知られそう
(そっそそーら)
虱 虱 しら虱 騒動"
オレゴンから愛,シングル,"故郷　遠く離れ
ひとりで　君を想う
忘れ難き　優し微笑は
色褪せずに　いますか"
Close Your Eyes-瞳を閉じて-,ADVANTAGE,"Close Your Eyes 一瞳をとじて Close Your Eyes 瞳をとじて Open Your Mind 僕をみつめて 悲しいことは早く忘れて僕の胸におかえり 雨あがりのHighway 二人っきり My way 遠くに青い海が見える 光る風に君は髪を梳かせて それでも時折寂しい目をする Smile For Me きらめく様な いつもの笑顔みせて 止まない雨も明けない夜も 今迄一度もなかった 濡れた身体なら僕が暖めてあげる 寂しい夜も二人なら大丈夫 Close Your Eyes 言葉をとじて Open Your Mind 僕をみつめて 悲しいことは早く忘れて僕の胸でおやすみ Close Your Eyes, Open Your Mind"
記念樹,ADVANTAGE,少し大人びた午後の陽射しの中を わざと背中伸ばして 今あなたの腕の中から 歩きはじめたところ 信号が変わる人波が動きだす 足が震えて恥ずかしい ふと掌を陽にかざせば若葉が目に染みるわ ONCE AND ONLY ONCE AND FOR ONE ONLY さよなら最初で最后の恋 ONCE AND ONLY ONCE AND FOR ONE ONLY ただ一度ただひとりのひとに とても愛してたたぶん生まれる前から あなたの事知ってた だから出会えただけでとても とてもしあわせだった 次に生まれてもあなたを愛せる 記憶なんてなくても あなたに出会っただけで必ずあなたに気づいてみせる ONCE AND ONLY ONCE AND FOR ONE ONLY さよなら最初で最后の恋 ONCE AND ONLY ONCE AND FOR ONE ONLY ただ一度ただひとりのひとに ONCE AND ONLY ONCE AND FOR ONE ONLY さよなら最初で最后の恋 ONCE AND ONLY ONCE AND FOR ONE ONLY ただ一度ただひとりのひとに
坂のある町,ADVANTAGE,海辺の坂のある町で 二人ある日出会った あなたは珈琲店の窓辺の陽だまりで 静かに海をみてた それから高台に登り 船の汽笛を聴いた あなたがいつかひとりで遠くへ行ってしまう その時そんな気がした びいどろ細工の指輪は 壊れ易いと分かっていても 好きなものは好きと思いたかった 今日の喜びと明日の悲しみを比べて 選びなおす程に 利口にだけはなりたくなかった そうして坂のある町で あなたを愛し始めた 青空 坂の上の雲 あなたの好きな風景 あなたがこの町を出て行くと決めた日は 季節の雨が降ってた 必ず迎えに来るから あなたのそんな言葉 嘘ではないけど決して本当でもないと その時そんな気がした びいどろ細工の知恵の輪を はずす時みたいなまなざしで あなた私をみつめてた 今日の悲しみと明日の希望をすりかえて 笑ってあげられる程 いつか利口になってしまってた 青空 坂の上の雲 独りで海をみてる
まんまる,ADVANTAGE,誰か僕のとても大切なあいつを知らないか 生まれてから今迄ずっとあいつを捜してる ふちの欠けたのや傷だらけのやそんな奴じゃなく 大きすぎない小さすぎない僕にふさわしい奴 とても気紛れなあいつ 近くにいても届かない 「まんまるなしあわせ」と呼ばれてる あいつを知らないか 誰も傷つけず 傷つけられずに生きてはゆけないか 悲しませずに苦しませずに生きてはゆけないか 上手すぎずに下手すぎもせず生きてゆけないか きれいでもなく汚くもなく 生きてゆけないか 誰かが僕にささやいた 捜しているうちは届かない 「まんまるなしあわせ」はそばに居る お前の中にある もしも僕のでこぼこが とれたらいつか会えるだろう 「まんまるなしあわせ」と呼ばれてる 僕に会えるだろう 誰か僕のとても大切なあいつを知らないか
軽井沢ホテル,ADVANTAGE,誰もいなくなった テニスコートにひとつ 忘れ去られたテニスボールひとつ まるであの日二人が置き去りにした 愛の様に折からの雨に打たれてた 部屋のぬくもりで曇った窓ガラスに ありもしない家の間取りを書いた 無邪気なあなたが あの日静かに ふと曇った僕の胸にサヨナラと書いた 軽井沢ホテルで別れた 白樺が霧に滲んで消えた 失くしてから気付くものたちは かえらない分だけ悲しい あゝ忘れられないのではなくて あなたを 忘れたくないのだ あなたは今頃 何処でこの歌を 聴いていてくれるだろうか あるいはそれとも思い出すのも 辛くて耳を塞いでいるかしら 女は自分が不幸だと思った時に 別れた人を思い出すと聞いた それならばずっとあの愛のことは 思い出さずに居ることを遠くで祈ってる 軽井沢ホテルの窓から 雨の日は思い出が見える どれ程深く刻んだ恋も 時のしずくにけずられてゆく あゝ愛が哀しいのではなくて 自分のこころが哀しいのだ 軽井沢ホテルで別れた 白樺が霧に滲んで消えた あなたを あゝ忘れられないのではなくて 忘れたくないのだ
O.K!,ADVANTAGE,O.K! 君が望むなら 僕たちの夜はまだこれから O.K! 翼をあげよう 二人きり この空を翔びたい 君はティンカーベル 僕はピーターパン 月の光を浴び乍ら Go To Never Never Land O.K! わがままな君を 抱きしめて今夜は帰さない O.K! 時にはこんなに 何もかも忘れて踊りたい O.K! 君しか見えない いつまでも歌ってあげるから 君はメロディー 僕はハーモニー 月の光を浴び乍ら Forever I Love You O.K! 君が望むなら 僕たちの愛はまだこれから
渚にて-センチメンタル・フェスティバル-,ADVANTAGE,渚にてセンチメンタル・フェスティバル 君は知らぬ間にベッドから脱け出して 庭づたいに浜辺 素足で歩いてる 長い黒髪は逆光線に透けて 白いえりあしは銀色に揺れている 思い出を拾い集める様に 寄せて返す波を数えているね 僕の愛なら 君が踏みしめている 砂粒の数ほどあるというのに つい週末まで色彩りだったボートが おなかを並べている近くに腰かけて 理由もない不安 悲しみのヒロインに なりたい気分 ひとりきりの青空 君だけの センチメンタル・フェスティバル 夢 もうしばらく ひとりにしてあげる 幼かった君がふと手の届かないくらい まぶしすぎる程きれいになった 君だけの センチメンタル・フェスティバル もうしばらく ひとりにしてあげる ずっとみつめたい 遠くからでもいい 君の倖せ守ってあげたい
